SERIAL,REF,QUESTNNR,MODE,STARTED,AK01_01,AK01_02,AK01_03,AK01_04,AK01_05,AK01_06,AK01_07,AK01_08,AK01_09,AK02_01,AK03,AK04,AK04_07,AK04_01,AK04_02,AK04_03,AK04_04,AK04_05,AK04_06,AK05_01,AS01,AS02_01,AS03_16,AS03_16a,AS05,AS05_17,BF_Gew1,BF_Ext1,BF_Ver1,BF_Off1,BF_Neu1,BF_Ext2,BF_Ver2,BF_Gew2,BF_Ext3,BF_Off2,BF_Neu2,BF_Gew3,BF_Ver3,BF_Off3,BF_Neu3,BF03,BF04,BF05,BG02,EE01_01,EE01_02,EE01_03,EE02_01,EE02_02,EW01_01,EW01_02,EW01_03,EW01_04,EW01_05,EW01_06,EW01_07,EW01_08,EW01_09,EW01_10,HV01_01,HV01_02,HV01_03,HV01_04,HV02_01,LM01_01,LM01_02,LM01_03,LM01_04,LM01_05,LM01_07,LM01_08,LM02,LM02x01,LM02x02,LM02x03,LM02x04,LM02x05,LM02x06,LM02x07,LM02x08,LM02x09,LM02x10,NC01_01,NC01_02,NC01_03,NC01_04,PC01_01,PC01_02,PC01_03,PC01_04,PC01_05,PC01_06,PC01_07,PC01_08,PC01_09,SD01,SD02_01,SD04_01,SELLMO_01,SELLMO_02,SELLMO_03,SELLMO_04,SELLMO_05,SELLMO_06,SELLMO_07,SELLMO_08,SELLMO_09,SELLMO_10,SELLMO_11,SELLMO_12,SELLMO_13,SELLMO_14,SELLMO_15,SELLMO_16,SELLMO_17,SELLMO_18,SELLMO_19,SELLMO_20,SELLMO_21,SELLMO_22,SELLMO_23,SELLMO_24,SELLMO_25,SELLMO_26,SELLMO_27,SELLMO_28,SELLMO_29,SELLMO_30,SELLMO_31,ST01,ST01_11,ST02_01,ST03,ST04,ST05,ST05_01,ST05_02,ST05_03,ST05_04,ST05_04a,ST05_05,ST05_05a,ST07_01,UA02_01,UA02_02,UA02_03,UA02_04,UA02_05,UA02_06,UA02_07,WL01_01,WL03_01,ZG01_CP,ZG01,ZG03_01,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,PID,n_NA,min_n_NA_perPerson,rows_to_keep,informed_consent
NA,572,Fragebogen6,interview,2022-10-19T15:20:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.0,2,FALSE,NA,NA,5,6,6,6,7,5,6,3,7,7,6,5,6,7,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,1,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,2,1,1,2,2,2,weiblich,20,NA,4,4,3,4,5,5,3,4,4,2,3,5,3,4,3,5,4,2,4,5,5,4,2,5,5,4,3,5,1,3,2,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,147,EF6VLGQRAKK7C3RH,2,NA,6,30,63,54,19,57,58,7,107,36,7,446,NA,2022-10-19T15:27:46Z,TRUE,FALSE,13,13,572,71,71,TRUE,TRUE
NA,573,Fragebogen6,interview,2022-10-20T12:19:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.5,7,FALSE,NA,NA,6,6,2,7,6,4,5,3,6,6,4,6,5,7,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,1,1,2,3,3,3,3,3,weiblich,22,NA,4,2,2,2,5,3,4,3,2,3,2,4,2,4,4,4,4,2,4,4,4,3,2,4,4,3,4,4,2,3,4,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,124,BV8LH8QEVAF7EQ56,240,NA,6,41,56,54,21,60,93,8,47,28,9,428,NA,2022-10-20T12:30:16Z,TRUE,FALSE,13,13,573,71,71,TRUE,TRUE
NA,574,Fragebogen6,interview,2022-10-19T15:22:12Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,3.3,4,FALSE,NA,NA,6,4,4,5,2,4,7,6,4,7,6,4,7,6,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,2,2,2,1,aufnahmen mit zusammengefassten Themen,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,1,3,3,2,2,3,3,2,2,2,weiblich,26,NA,4,1,1,1,4,1,1,2,1,1,1,2,1,1,1,4,1,1,2,4,4,2,1,2,4,1,2,4,1,1,1,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,FALSE,TRUE,FALSE,TRUE,10,FALSE,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,171,GYR4TEUGH2Y7FE4H,4,NA,6,55,42,81,46,79,60,8,62,27,35,505,NA,2022-10-19T15:30:37Z,TRUE,FALSE,13,13,574,69,69,TRUE,TRUE
NA,575,Fragebogen6,interview,2022-10-19T15:20:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.9,6,FALSE,NA,NA,6,5,7,4,7,3,5,6,5,2,5,6,7,2,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,1,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,1,1,2,2,2,2,2,2,weiblich,21,NA,5,4,2,1,5,2,1,5,2,1,1,5,2,2,2,5,2,2,2,5,4,4,1,5,5,2,1,5,1,2,2,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr überdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,14Q2U9UY8PC7BSS6,4,NA,4,45,87,53,28,83,53,7,105,29,16,514,NA,2022-10-19T15:29:27Z,TRUE,FALSE,13,13,575,71,71,TRUE,TRUE
NA,576,Fragebogen6,interview,2022-10-19T15:22:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.7,15,FALSE,NA,NA,7,2,6,1,6,1,7,2,1,1,4,2,7,2,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,2,4,2,3,2,3,4,4,2,4,weiblich,21,NA,5,2,2,3,5,3,4,1,1,2,5,4,1,1,4,5,1,4,3,3,1,2,1,5,2,2,3,4,2,4,5,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,260,QC3YRKW2MQLNMRLX,23,NA,12,63,145,99,63,178,152,16,110,49,67,977,NA,2022-10-19T15:38:57Z,TRUE,FALSE,13,13,576,71,71,TRUE,TRUE
NA,577,Fragebogen6,interview,2022-10-19T15:20:52Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.0,8,FALSE,NA,NA,6,5,6,4,5,2,6,6,5,2,5,6,6,5,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,1,2,2,2,2,2,1,1,weiblich,20,NA,4,4,2,2,4,3,2,4,2,2,2,4,2,2,1,4,2,2,2,4,4,3,2,5,4,2,2,5,2,2,2,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,351,WR637FNNZCSAPNHN,21,NA,6,90,75,109,42,114,60,7,127,45,45,741,NA,2022-10-19T15:33:13Z,TRUE,FALSE,13,13,577,71,71,TRUE,TRUE
NA,578,Fragebogen6,interview,2022-10-19T15:22:38Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.0,15,FALSE,NA,NA,6,6,3,3,5,5,5,2,5,2,2,3,6,5,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,1,1,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,1,4,4,4,4,3,4,3,3,4,weiblich,21,SWS sind doch 24 pro Woche,3,5,4,1,5,3,4,3,4,2,2,4,3,4,3,5,4,2,2,5,5,4,4,5,5,4,4,5,5,2,4,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,3,TRUE,FALSE,FALSE,TRUE,2,TRUE,Ehemann arbeitet,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,89,8Y8M2ER44ETZEC6X,1,NA,6,57,102,76,26,145,115,6,91,139,51,815,NA,2022-10-19T15:36:13Z,TRUE,FALSE,13,13,578,68,68,TRUE,TRUE
NA,580,Fragebogen6,interview,2022-10-19T15:20:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.5,14,FALSE,NA,NA,7,5,6,5,4,2,7,2,6,6,4,4,7,6,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,4,3,4,3,3,2,4,3,2,3,weiblich,24,"Die Beantwortung der Frage bezüglich meines Wisses, gegenüber anderen Teilnehmern dieser Vorlesung viel mir schwer. Ich hätte wenn es die Möglichkeit gegeben hätte Durchschnittlich angegeben.",4,3,1,3,5,2,2,5,3,2,2,4,3,3,3,5,4,2,1,4,4,3,3,4,4,1,3,4,3,2,4,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,2,TRUE,FALSE,FALSE,FALSE,NA,TRUE,Teils Nachhilfe,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,135,CXT5MFA9K675SAAX,9,NA,9,128,70,271,56,123,121,7,127,102,7,1030,NA,2022-10-19T15:37:39Z,TRUE,FALSE,13,13,580,69,69,TRUE,TRUE
NA,581,Fragebogen6,interview,2022-10-19T15:20:25Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.6,14,FALSE,NA,NA,6,7,6,6,5,5,6,7,6,7,4,6,7,6,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,1,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,3,3,2,3,2,3,2,1,2,männlich,19,NA,4,4,3,3,4,4,2,4,3,4,2,5,4,3,3,5,4,2,3,4,4,3,3,4,4,2,3,4,5,3,3,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,3,FALSE,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,185,HYZVG5HWW82E879T,8,NA,6,109,66,129,46,95,85,14,137,35,603,747,NA,2022-10-19T15:42:38Z,TRUE,FALSE,13,13,581,70,70,TRUE,TRUE
NA,582,Fragebogen6,interview,2022-10-19T15:23:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.2,10,FALSE,NA,NA,7,5,6,5,5,4,6,6,6,6,4,6,6,5,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,1,2,2,2,2,1,2,2,1,weiblich,21,NA,5,3,3,3,5,2,1,3,2,2,3,4,2,3,2,5,3,3,2,4,4,3,2,4,3,4,3,5,3,3,3,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,69,6UYN7289F3UE14DD,6,NA,9,29,63,65,32,93,77,8,124,29,68,603,NA,2022-10-19T15:33:21Z,TRUE,FALSE,13,13,582,71,71,TRUE,TRUE
NA,615,Fragebogen6,interview,2022-10-19T15:21:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.0,14,FALSE,NA,NA,7,6,6,4,6,2,7,6,6,7,7,7,6,6,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,4,3,2,2,2,3,3,2,2,2,weiblich,19,NA,5,3,2,3,5,3,2,2,4,2,3,3,3,3,3,5,2,2,2,4,4,2,2,4,4,2,4,4,2,3,4,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,FALSE,TRUE,FALSE,TRUE,4,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57,5SX7AC49U9HRFCV5,4,NA,8,35,41,45,21,51,61,7,110,51,18,452,NA,2022-10-19T15:28:37Z,TRUE,FALSE,13,13,615,70,70,TRUE,TRUE
NA,617,Fragebogen6,interview,2022-10-25T09:14:09Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,3.1,2,FALSE,NA,NA,5,7,6,5,7,4,2,2,6,7,7,4,7,7,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,5,4,4,3,3,3,4,3,3,3,weiblich,21,NA,5,5,1,4,5,4,2,1,1,1,3,4,1,1,1,5,1,2,4,4,4,3,3,3,4,3,2,4,1,1,2,Bachelor Pädagogogik der Kindheit,NA,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,FALSE,FALSE,FALSE,TRUE,20,FALSE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86,8G2YZ7AWQ4UM8HPS,10,NA,10,40,53,76,36,76,88,7,99,50,7,552,NA,2022-10-25T09:23:21Z,TRUE,FALSE,13,13,617,70,70,TRUE,TRUE
NA,619,Fragebogen6,interview,2022-10-19T15:26:08Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.6,NA,TRUE,NA,NA,6,6,7,6,6,3,7,5,2,7,5,6,7,7,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,2,2,1,1,Eselsbrücken bauen,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,4,4,4,4,4,4,4,3,2,3,weiblich,27,"Oft dachte ich, dass die passende Antwort wäre, dass es mir völlig gleichgültig ist. Ich war mir nicht sicher ob ich dann lieber auf ""weder, noch"" klicke oder auf ""trifft überhaupt nicht zu""",5,3,3,1,4,1,1,1,1,1,1,4,3,1,3,4,1,1,1,1,1,1,1,3,1,3,3,4,1,1,2,Bachelor Primarstufe,NA,7,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,1,FALSE,FALSE,FALSE,TRUE,24,FALSE,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,41,4GXVRKG5D72VQQNX,7,NA,10,138,75,69,41,117,88,9,88,174,35,851,NA,2022-10-19T15:40:20Z,TRUE,FALSE,13,13,619,69,69,TRUE,TRUE
NA,622,Fragebogen6,interview,2022-10-19T15:23:12Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.2,11,FALSE,NA,NA,6,5,6,5,5,3,6,6,5,4,2,5,7,4,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,2,2,2,1,1,2,2,2,2,2,weiblich,20,NA,4,2,2,3,4,3,2,4,3,2,2,5,3,3,2,5,2,2,2,4,4,2,2,4,4,3,2,4,2,2,2,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,255,Q6QFQBHGFDGUSX6L,3,NA,9,51,128,86,45,79,80,9,148,31,32,701,NA,2022-10-19T15:34:53Z,TRUE,FALSE,13,13,622,71,71,TRUE,TRUE
NA,624,Fragebogen6,interview,2022-10-19T15:20:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.1,14,FALSE,NA,NA,5,3,7,3,6,3,6,5,5,5,4,4,7,3,2,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,3,2,2,2,2,2,1,2,weiblich,19,NA,2,2,1,1,4,1,1,4,1,1,1,4,1,1,1,5,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31,3P2VEERFG64KPB6A,6,NA,10,74,72,69,62,80,47,8,186,67,18,699,NA,2022-10-19T15:31:58Z,TRUE,FALSE,13,13,624,71,71,TRUE,TRUE
NA,627,Fragebogen6,interview,2022-10-19T15:21:35Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.0,12,FALSE,NA,NA,7,7,7,3,7,4,6,6,7,7,4,7,7,2,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,1,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,3,3,2,2,2,3,2,1,2,weiblich,19,NA,5,4,1,3,5,1,1,4,1,1,1,4,1,1,1,5,1,1,1,5,4,1,1,5,4,1,1,5,1,1,1,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,10,FALSE,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,142,DLHS68USBA8U43M5,25,NA,14,37,51,83,45,54,47,7,239,30,17,649,NA,2022-10-19T15:32:24Z,TRUE,FALSE,13,13,627,70,70,TRUE,TRUE
NA,629,Fragebogen6,interview,2022-10-19T11:44:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.3,7,FALSE,NA,NA,6,2,2,4,7,1,5,4,4,6,7,6,7,5,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,6,2,2,2,3,2,2,3,3,2,weiblich,20,NA,5,3,1,3,5,4,3,4,2,1,2,4,2,3,2,5,2,2,3,4,2,4,4,4,3,3,3,4,2,2,2,Bachelor Europalehramt Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,7,FALSE,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37,4BM96B7E7V2WQ67F,7,NA,6,120,77,53,26,18,63,8,171,47,11,607,NA,2022-10-19T11:55:03Z,TRUE,FALSE,13,13,629,71,71,TRUE,TRUE
NA,631,Fragebogen6,interview,2022-10-19T15:21:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.8,10,FALSE,NA,NA,5,7,4,4,5,7,3,6,7,1,2,5,7,7,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,4,3,3,2,2,3,3,2,3,2,weiblich,20,"Bei SWS war ich mir nicht sicher, wusste nicht, was das genau bedeutet, sorry..",3,4,1,5,4,1,5,3,4,2,4,3,3,3,4,5,2,2,4,3,4,2,4,4,4,2,5,4,2,3,5,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,8,FALSE,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,119,BNDRBSU3KEKWLALZ,10,NA,7,64,40,120,42,61,50,9,173,49,27,652,NA,2022-10-19T15:31:57Z,TRUE,FALSE,13,13,631,69,69,TRUE,TRUE
